"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","92032220","42984","Saul Donnelly","Bartoletti","30805-7553","695 Langosh Garden","869.994.6468 x24862","9","1992-07-19","4753","2024-07-08","5368","6083","","9503","1154","","9825","1754","","6705","2977","","6723","4925","","2622","383","","9059","8645","","401","8033","","4616","2015","","6262","7382","","3601","4948","","8063","3849","","7791","467","","6390","8962","","4765","3933","","9701","2367","","9201","6063","","423","8504","","5216","3242","","2446","6641","","","","2024-08-27","","00","0","","1","false"
"01517","15548178","51567","Travis Thiel","Johnson","20479","207 Torp Mount","586-704-0834 x9117","7","1980-04-17","5931","2024-01-22","7750","9170","","5825","7769","","2063","9319","","6122","6864","","1590","8355","","4116","5301","","9418","2470","","4814","4905","","5530","4597","","524","8148","","9792","8237","","3758","5980","","8720","1765","","382","986","","860","614","","7208","9793","","9748","875","","9411","9908","","6146","8803","","5227","5807","","","","2024-08-27","","00","0","","1","false"
"01517","65398994","30581","Janie Ullrich","Connelly","37849-2949","2013 Clarence Street","1-852-387-0853","10","1961-12-14","7216","2024-07-04","3747","4822","","8626","6688","","4576","1194","","26","807","","2713","1236","","7771","746","","3531","1963","","6113","142","","4868","497","","7531","340","","7256","9497","","7001","3607","","1230","7553","","395","3897","","5117","1385","","1802","5059","","9229","524","","5273","4255","","7895","2766","","8981","9484","","","","2024-08-27","","00","0","","1","false"
"01517","94188260","45064","Kerry Cummerata DDS","McKenzie","21070","17724 Lowe Course","1-265-598-4954","5","1970-04-05","9930","2024-07-21","9241","5749","","2647","2060","","4396","1130","","8905","1515","","9739","3277","","4674","4678","","5602","7504","","341","8994","","9555","3356","","8002","9766","","7838","2158","","9619","4656","","572","8508","","7716","8367","","2466","1374","","6614","4722","","8967","7747","","2198","4032","","1978","7404","","6604","7915","","","","2024-08-27","","00","0","","1","false"
"01517","13122736","75448","Freda Kshlerin","O'Keefe","55297-6352","210 Devonte Pines","(918) 713-6256","6","1990-08-21","4249","2023-10-10","287","6462","","3","8049","","9357","236","","2149","5241","","5357","8540","","4464","1616","","1131","6308","","1942","463","","1193","6209","","169","5703","","4787","259","","8356","557","","1361","105","","9580","4922","","2193","2194","","4927","526","","4898","1614","","8243","7231","","9962","3788","","1090","2327","","","","2024-08-27","","00","0","","1","false"
"01517","59085934","93531","Tasha Stamm","Lowe","42765-9667","9244 Crona Trafficway","504-836-8277","7","1987-06-06","6716","2023-12-18","1007","7879","","6783","8449","","8949","861","","46","8502","","466","5378","","8335","2878","","3120","2074","","6399","6812","","9534","2917","","9376","723","","3507","8009","","5256","5611","","2685","8998","","5944","2852","","1064","3126","","5798","2214","","801","6303","","4365","3618","","5265","905","","1564","2265","","","","2024-08-27","","00","0","","1","false"
"01517","20688382","59980","Andre Doyle-Gulgowski","Roob","32013-6220","66802 Cambridge Street","967.631.7974","3","1986-10-02","6260","2024-03-03","5587","5642","","7568","3774","","9604","4701","","5026","8448","","4130","326","","3188","925","","1331","1265","","3646","5888","","4546","920","","1481","3218","","7022","5655","","7758","1055","","882","5884","","8523","8992","","6058","4886","","709","8861","","447","9671","","6656","6689","","5622","8414","","1428","7091","","","","2024-08-27","","00","0","","1","false"
"01517","17297019","79087","Willie Jaskolski","Littel","37113","731 Orn Glen","551.881.9543","7","1993-12-23","3825","2024-03-10","7022","5100","","8201","3959","","4426","5858","","5411","6067","","9116","9862","","636","9225","","4870","284","","9960","5990","","1609","2269","","5062","5487","","2412","9062","","7908","6021","","5074","2109","","2330","9378","","1302","2177","","3509","6692","","6324","3359","","1488","3194","","3950","5981","","8597","6444","","","","2024-08-27","","00","0","","1","false"
"01517","15899519","76660","Reginald Rohan DDS","Zemlak","96879","86355 Nelson Street","501-758-9254 x8471","10","1975-01-04","4819","2023-09-25","7774","8455","","5804","2993","","2828","2015","","4159","7839","","3069","1209","","1566","3991","","1224","3122","","1519","4386","","2995","496","","4816","2499","","4128","5301","","7930","9090","","3334","8678","","8763","1877","","2594","3941","","2270","6376","","5759","6586","","442","7112","","8694","2365","","6536","4392","","","","2024-08-27","","00","0","","1","false"
"01517","39323347","79802","Forrest McClure","Hyatt","88598","821 Elm Street","392-263-4971 x87746","10","1996-03-22","4074","2024-04-08","145","4376","","9408","1372","","7520","5879","","8749","3594","","9443","6652","","5408","1091","","2483","6389","","9028","4958","","9717","8455","","6690","2093","","555","9389","","1625","6573","","7305","4892","","318","7479","","6800","1517","","4780","4256","","158","6543","","8168","3084","","3158","2250","","591","9431","","","","2024-08-27","","00","0","","1","false"
"01517","29470215","90483","Crystal Lockman","Harber","56010","556 Broad Street","(335) 666-0100 x26858","10","1987-07-04","3879","2023-09-07","9061","4056","","1226","8732","","2994","1456","","1766","4677","","9947","6245","","2922","1205","","4195","7654","","6475","8643","","9755","9402","","402","8473","","6420","5117","","9531","3561","","9348","4542","","9751","5967","","7470","2626","","6566","9836","","3056","5364","","9245","475","","2174","8740","","3538","8917","","","","2024-08-27","","00","0","","1","false"
"01517","39219513","70942","Derek West","Ledner","35602","5560 Turcotte Freeway","943.640.6186 x42869","2","1983-02-26","6387","2024-08-27","4674","4662","","4746","7578","","9194","6117","","4485","2619","","1601","7934","","8317","2432","","3269","5217","","9213","9210","","3873","7563","","8773","8170","","7961","5163","","7639","6714","","3281","8417","","21","2640","","9153","3883","","6610","6837","","5004","2382","","298","6773","","2439","9221","","3704","479","","","","2024-08-27","","00","0","","1","false"
"01517","12778010","12040","Mabel Kub","Kemmer","64798","6945 Quentin Crest","246.975.5174 x120","4","1947-03-01","1305","2024-06-24","1813","6313","","5803","9589","","1344","3799","","7490","2314","","3778","6583","","8770","1599","","9492","8897","","7582","8542","","3679","3934","","9005","5808","","5667","7888","","6546","7083","","7170","8880","","6636","2590","","6130","2681","","809","5430","","8196","5812","","6189","8844","","6048","2578","","813","40","","","","2024-08-27","","00","0","","1","false"
"01517","46833322","23817","Dr. Hattie Yundt","Hirthe","70411-8335","286 Crystal Courts","(627) 482-5561 x681","7","2005-02-05","5632","2023-11-14","2303","536","","8272","2876","","2298","7347","","1983","2405","","2951","9183","","4316","1857","","7247","9171","","5767","4827","","9914","8887","","5965","7775","","592","6860","","8889","3802","","700","8013","","2454","134","","8496","9202","","1500","8648","","4268","6456","","4243","517","","7752","3438","","4416","2149","","","","2024-08-27","","00","0","","1","false"
"01517","85986115","99900","Dr. Franklin Beahan DVM","Nolan","37225","73120 Clinton Loaf","(601) 202-6584 x30995","5","1975-05-15","6643","2024-07-18","4653","4594","","7503","9621","","5539","2661","","3384","938","","3525","958","","3701","356","","528","2058","","4934","5015","","3954","9912","","510","4412","","2483","1267","","3884","6725","","2198","3500","","9606","6183","","9417","5566","","7684","9265","","2175","3083","","6537","2530","","1209","1942","","232","6500","","","","2024-08-27","","00","0","","1","false"
"01517","41849540","36859","Erica Stamm","Hane-Pfannerstill","23731-5751","95077 S Front Street","1-230-362-7724 x17913","9","2004-09-12","1660","2023-10-15","2103","4133","","4012","3209","","3053","5834","","6005","2620","","487","7067","","9180","4978","","4571","7820","","4226","7240","","4529","2774","","9022","7326","","6341","8587","","8492","1901","","8926","4797","","7269","6648","","4090","8371","","8085","2183","","8835","224","","8240","4297","","2793","8624","","5433","1800","","","","2024-08-27","","00","0","","1","false"
"01517","75265147","48730","Brad Wolff","Reynolds-Zieme","72085-4408","720 Boyer Mall","728-595-9469","3","1994-07-16","3354","2024-02-05","8044","9597","","2391","6336","","3241","2369","","6633","8120","","3768","8491","","790","1520","","1872","7317","","5836","7522","","4661","1013","","3150","4818","","4712","6177","","225","4747","","8878","4878","","2321","1942","","2469","8805","","9860","4255","","5790","2375","","3625","1218","","1635","1172","","3076","9829","","","","2024-08-28","","00","0","","1","false"
"01517","72953174","17806","Lindsey Bernhard","Satterfield","12563","406 Hackett Ridge","960-274-0602","3","1963-11-09","7867","2023-12-31","5812","1504","","7810","3546","","9189","3105","","905","4635","","5667","4053","","4215","9444","","7653","6657","","964","6675","","7009","4345","","2006","208","","693","3336","","7140","7786","","3648","7646","","2688","2058","","2164","5232","","2524","3889","","3202","2563","","582","5482","","8034","1431","","293","9731","","","","2024-08-27","","00","0","","1","false"
"01517","50062105","70400","Kimberly Rutherford","Waters","11621","441 Salma Path","(926) 248-4214 x3904","4","1951-01-30","6640","2024-02-10","9369","7313","","4071","3847","","844","7733","","9959","5538","","1856","8824","","5152","6426","","3172","4275","","5958","8922","","7477","6275","","3855","8913","","3396","5991","","3567","6526","","3416","9731","","9258","8745","","3619","6600","","5201","2642","","680","9346","","1107","2137","","7178","6504","","4958","6674","","","","2024-08-27","","00","0","","1","false"
"01517","33697734","30523","Oliver Grimes","Hessel","41307-3998","8496 Mill Lane","292.734.6401 x206","2","1953-08-28","1488","2024-06-20","5537","552","","420","4975","","1365","1231","","7019","3215","","4120","5904","","4067","3189","","4888","5409","","1257","741","","6804","1911","","6166","7222","","4570","4337","","3032","7825","","6538","171","","3227","5326","","3464","9862","","486","2289","","2027","5587","","9687","6864","","8056","1183","","2194","9950","","","","2024-08-27","","00","0","","1","false"
"01517","14473678","12461","Rosemary Krajcik Sr.","Batz","31995","2523 S 6th Street","1-588-461-0508 x0919","10","1958-09-23","3069","2023-11-07","328","3963","","6209","8638","","3225","4836","","3527","5395","","4976","1101","","3271","282","","4797","3546","","9015","4694","","123","9476","","2330","8757","","1236","176","","5278","9576","","4976","6873","","3157","7145","","2186","7167","","5046","4594","","3152","5781","","8764","9062","","1390","5531","","63","1593","","","","2024-08-27","","00","0","","1","false"
"01517","69046244","17709","Michele Franecki PhD","Hettinger","07066-8325","57050 Hagenes Course","1-712-266-0068 x118","3","1967-05-28","9619","2023-09-20","1328","6892","","3825","859","","9489","4824","","7197","7731","","8861","634","","303","4433","","1582","5805","","1817","1074","","706","9197","","5659","4835","","24","2158","","1125","6083","","3608","1549","","1811","397","","3484","9682","","3484","5516","","3734","1933","","454","7482","","1253","4905","","2836","9619","","","","2024-08-27","","00","0","","1","false"
"01517","40239917","94929","Gretchen Schumm IV","Treutel","25657","7949 The Orchard","(753) 279-3733 x5837","1","1948-08-31","6820","2024-01-03","8103","4646","","2801","17","","1826","9531","","4092","4999","","7271","2296","","5495","1783","","9600","8092","","9120","9411","","2321","9270","","3643","6867","","5883","3383","","7271","9688","","6232","5479","","8074","477","","9406","4228","","8055","1396","","2006","6875","","8766","7340","","7467","817","","3037","7279","","","","2024-08-27","","00","0","","1","false"
"01517","93813390","43965","Edward Langosh","Dooley","29721-6549","417 White Corner","839.936.9912 x210","1","1985-07-09","3789","2023-09-25","4469","5002","","6197","9586","","8842","4130","","3560","8711","","6755","6105","","2786","6799","","6012","2755","","766","9146","","5007","1572","","91","7801","","9088","3200","","1921","2930","","2876","8937","","2122","3973","","5219","7624","","7494","9266","","2401","155","","9215","1103","","2360","2874","","5336","139","","","","2024-08-27","","00","0","","1","false"
"01517","82130446","78148","Dr. Kelvin Barrows DDS","Ryan","27410","8055 N Washington Avenue","(951) 789-2152 x0701","3","1961-01-18","4863","2024-05-07","1955","7947","","6877","543","","9857","8117","","8319","2367","","5866","5189","","7355","8243","","6358","6811","","8079","97","","2261","939","","8014","8156","","9599","7650","","9295","5976","","7425","7328","","164","1296","","7187","899","","2069","4703","","5277","6938","","866","4770","","7549","2698","","3318","3886","","","","2024-08-28","","00","0","","1","false"
"01517","84336842","65240","Betsy Kertzmann","Marvin","81774","7525 Melba Pines","759-939-9151","6","1950-05-16","5168","2023-10-02","6541","4777","","9702","5343","","1764","1897","","4446","8029","","7651","6779","","4452","3308","","52","6739","","7852","5159","","3472","2178","","5288","5325","","3597","4704","","7332","9663","","1172","271","","2038","4340","","820","7816","","8867","1778","","4491","8565","","9964","7618","","7106","9501","","5686","2309","","","","2024-08-27","","00","0","","1","false"
"01517","22972650","39622","Monica Boyer","Oberbrunner-Dare","44622-0543","853 Rowena Oval","275.303.6832 x72503","5","1996-02-22","3327","2023-08-30","3520","4480","","6558","8062","","7584","5286","","8961","9346","","6459","5236","","4042","4005","","4006","5815","","972","444","","2509","5851","","9810","614","","7541","419","","325","5442","","4787","1830","","6978","5246","","3421","4183","","5038","9148","","3422","1508","","510","2079","","9677","9926","","3529","8684","","","","2024-08-27","","00","0","","1","false"
"01517","56525347","77857","Carmen Dietrich Jr.","Wilderman","01640-6703","80614 Audra Pike","644.338.4460 x7372","6","1994-08-07","5552","2023-09-17","9555","4465","","3126","1672","","8165","5497","","1257","1990","","8683","3817","","604","2190","","4908","4074","","5726","8977","","7344","1929","","1617","5634","","8000","7238","","2083","5214","","4271","6709","","7314","4963","","2451","4953","","1266","7461","","6286","8682","","4415","2871","","3265","1996","","1543","2233","","","","2024-08-27","","00","0","","1","false"
"01517","23223078","40145","Della Langworth","Quitzon","38322","2683 Mikel Forest","(320) 802-7940 x1682","2","1956-12-23","5028","2023-11-03","4253","2508","","1521","3134","","2500","9980","","5688","3114","","2650","1833","","4222","675","","7669","1973","","1667","790","","2853","8600","","2518","1851","","4501","241","","3953","2096","","1512","909","","9758","7183","","3703","3329","","1293","4510","","2843","2075","","8234","9460","","1734","1849","","2730","9432","","","","2024-08-27","","00","0","","1","false"
"01517","58886068","92100","Timothy Kessler","Ferry","29050-0741","42324 Sauer Fort","1-485-918-0142 x1480","5","1975-11-07","4643","2024-08-03","106","6407","","5141","746","","6523","1108","","2584","4624","","1701","9902","","9062","1525","","2494","7937","","2494","1687","","7628","7663","","7674","1927","","4436","360","","6590","8719","","9447","8686","","5634","1262","","9467","8980","","8031","1598","","5527","147","","2092","8565","","5452","3574","","8326","1562","","","","2024-08-27","","00","0","","1","false"
"01517","25415207","23879","Ellen Bailey","Upton","90084","51894 Rutherford Mill","1-566-518-3315 x4477","6","1976-03-01","5622","2023-09-15","9179","8901","","4731","4526","","8552","9206","","7232","3040","","1344","9697","","8950","1874","","7603","4921","","6974","1491","","2296","219","","5662","1076","","3121","7254","","4048","253","","1351","7211","","2485","9505","","8281","3819","","9373","3583","","6465","7445","","7693","9291","","4746","2979","","5088","4581","","","","2024-08-27","","00","0","","1","false"
"01517","35207755","57645","Norma Stroman","Mitchell","54919-4771","42966 Hand Court","616-210-1492","3","2003-01-10","7665","2024-05-14","7545","5345","","3951","7662","","8225","1168","","3134","6407","","540","1581","","6912","715","","3038","3369","","2297","6462","","678","31","","9899","4249","","391","9398","","2880","6882","","2724","4024","","7825","1775","","6355","896","","4921","707","","4587","189","","6259","3084","","3395","9016","","6934","8028","","","","2024-08-27","","00","0","","1","false"
"01517","25364307","58248","Walter Hickle","Kub","43583","471 Brakus Bridge","951.555.6522","4","1985-11-13","2835","2023-09-22","6189","4732","","7852","8624","","1166","4637","","7366","1308","","7476","6612","","5301","445","","8768","2229","","1621","5357","","4952","3834","","7471","9750","","6173","8039","","8954","5918","","8635","1526","","1038","1697","","8884","2724","","216","2828","","9596","3252","","4710","9956","","7434","8756","","6726","8628","","","","2024-08-27","","00","0","","1","false"
"01517","31940903","60195","Lorraine Schimmel","Hilll","74918","93800 Auer Drive","(321) 720-6994 x7573","2","2003-10-27","9091","2024-01-31","4954","5121","","6592","8552","","8445","137","","779","8893","","3372","37","","3803","3227","","8392","9174","","5933","1485","","860","2469","","4118","5305","","570","6811","","6514","7495","","8906","3694","","7877","6296","","1931","9076","","3549","9091","","5720","8755","","6588","3672","","2199","650","","9600","4707","","","","2024-08-27","","00","0","","1","false"
"01517","75723942","48225","Dr. Arturo Ritchie","Waelchi","11476-7876","954 Schumm Extensions","429.335.0995 x523","6","1963-07-09","8285","2024-06-19","4040","2899","","3756","8054","","7685","5230","","9582","9025","","8927","3799","","3491","5687","","1792","3356","","5898","2395","","6117","8056","","2664","4347","","6379","4399","","4094","7103","","6358","7730","","4500","2866","","7003","1463","","5813","9630","","4882","6126","","5379","1486","","6876","3794","","7606","6849","","","","2024-08-27","","00","0","","1","false"
"01517","22486302","43693","Frederick Volkman","Kovacek","51028-1258","810 Nicolas Courts","757-849-6797 x6601","6","1957-09-27","3963","2023-12-20","1936","701","","9429","2363","","7239","1949","","8853","9385","","4575","7691","","9915","2409","","5447","8279","","7829","9969","","5046","3273","","4591","2240","","375","2481","","1752","2874","","9528","1315","","9574","467","","5134","9292","","2543","2653","","3838","8182","","3657","2376","","1239","6318","","9518","9447","","","","2024-08-27","","00","0","","1","false"
"01517","64641692","95206","Anthony Russel","O'Conner","94548","2227 Emiliano Turnpike","592.988.3509","5","1962-08-01","7596","2023-10-01","7429","2542","","7748","8251","","9746","4589","","281","2883","","1875","6000","","8749","6958","","9194","9270","","6518","9768","","9174","3813","","3255","7893","","9654","6430","","802","1826","","553","8052","","8234","2020","","9792","2150","","1002","2014","","5178","980","","5918","3761","","7278","579","","3048","8929","","","","2024-08-27","","00","0","","1","false"
"01517","98465171","39209","Billy Walker","Kemmer","10472","309 Meadow Lane","271.876.6652","3","1955-10-01","5292","2024-08-24","498","8119","","3589","1834","","1221","3266","","7127","2537","","3200","5986","","7967","1228","","2184","4578","","7825","5840","","6374","7913","","9249","7452","","5415","2442","","3903","1100","","77","8609","","9336","4447","","852","2906","","917","4613","","8469","1349","","3650","6732","","7425","9407","","4889","6530","","","","2024-08-27","","00","0","","1","false"
"01517","90254136","82871","Susan Luettgen","Ruecker","86162","3505 Kuvalis Spurs","(781) 894-8969 x8319","3","1990-01-27","1717","2024-02-27","9393","4649","","3753","1220","","6878","20","","5766","3305","","7469","2815","","398","1002","","4704","3041","","3151","8852","","2401","6177","","3983","9369","","6938","3881","","3119","1531","","2413","4278","","5174","5168","","1605","2946","","5269","5726","","3675","676","","2355","8787","","5545","1545","","5500","6403","","","","2024-08-27","","00","0","","1","false"
"01517","82070885","40520","Horace Hills","Goldner","92812","962 Cronin Ranch","826.399.1265","1","1963-03-18","5926","2023-09-13","2723","6091","","8306","3201","","9277","2231","","6426","8357","","154","5068","","8831","6929","","9228","1948","","3605","7500","","7166","2781","","5346","2678","","1150","1974","","452","6736","","3551","6796","","8791","8639","","8964","8246","","7598","2981","","400","108","","9747","8204","","6927","9216","","7506","1382","","","","2024-08-28","","00","0","","1","false"
"01517","67151201","51193","Ms. Wendy Kuphal","Fahey","26012-1381","2013 Noelia Mount","1-310-792-3482 x22726","5","1962-03-01","4150","2023-11-12","1416","7953","","8580","7395","","5808","9058","","1948","5184","","6976","3955","","4290","7449","","6198","631","","7803","9505","","7017","3076","","7769","2304","","7374","2160","","8456","9285","","5369","3203","","1939","9892","","8866","9858","","6498","6291","","7217","6267","","2123","5273","","9323","7107","","5483","7153","","","","2024-08-27","","00","0","","1","false"
"01517","83569778","30102","Mable Larkin","Kautzer","75550-0158","2945 Woodside Road","658-814-0511","2","1992-05-04","5780","2024-02-06","4400","9054","","6372","2579","","9693","930","","6826","1750","","6451","9148","","6875","5530","","832","6405","","9685","5200","","3390","3535","","2231","814","","3679","2202","","7056","4366","","2958","206","","4464","1559","","9328","7859","","7333","5656","","6498","2719","","4889","9632","","2977","9864","","3869","4150","","","","2024-08-27","","00","0","","1","false"
"01517","92814676","57004","Alberta Kautzer","Deckow","04400","79068 Jacynthe Ramp","(430) 870-6871 x170","8","1989-07-28","2910","2024-03-31","5601","8714","","5017","8514","","993","3937","","2626","1861","","6812","1111","","3845","6179","","9088","9319","","6923","7620","","7978","1590","","7042","7845","","5468","8035","","183","7585","","3810","2345","","8527","588","","7450","8594","","4500","1689","","226","455","","5140","7829","","7522","4463","","2408","3218","","","","2024-08-27","","00","0","","1","false"
"01517","93613125","35333","Angel Waters III","Rice","70353-7057","1741 Dorcas Cove","319-769-2405 x799","8","1990-04-22","5092","2024-06-20","2","1551","","3508","5088","","7167","293","","2764","4385","","1021","9477","","2515","9933","","5701","5320","","9410","6183","","2562","5793","","131","5958","","6106","5006","","2735","4767","","673","6008","","619","7401","","4385","4263","","7544","9400","","7678","2005","","2373","827","","8125","6427","","7584","5753","","","","2024-08-27","","00","0","","1","false"
"01517","60308651","92758","Mrs. May Bode","Hermiston","28153-1835","23992 O'Kon Fort","1-872-523-2981","6","1998-09-08","5931","2023-09-25","172","4358","","5079","1003","","529","8913","","5977","919","","4165","3480","","7065","9275","","8218","5612","","6783","4962","","9758","1268","","7898","1371","","7758","8347","","2378","7185","","7959","2226","","3532","5462","","6766","8543","","3295","5902","","6753","6986","","242","6932","","5557","2864","","3616","1049","","","","2024-08-27","","00","0","","1","false"
"01517","72065839","16347","Jack Blanda","Reynolds","83819","9872 Ursula Mall","269.919.8791","8","1955-01-23","6019","2023-11-15","1458","8056","","9369","5076","","5909","2679","","8499","5067","","1854","9044","","3709","8144","","9914","763","","7999","9560","","5444","5740","","7027","4506","","8830","6597","","7899","205","","9863","5753","","7102","4710","","6801","3761","","5317","3865","","6132","6679","","7857","4545","","7811","3656","","727","9556","","","","2024-08-28","","00","0","","1","false"
"01517","31042704","47808","Darren Brown","Armstrong","97880","2948 Poplar Close","1-868-955-1174 x1424","1","1992-12-10","4901","2024-08-16","6786","5692","","2317","4424","","7822","2194","","9686","2844","","8450","9503","","2724","451","","6027","3616","","8205","476","","8329","3563","","5368","9425","","5665","490","","2291","4394","","5531","61","","9911","376","","4886","8919","","6515","691","","4493","2780","","1220","7962","","2605","3332","","2813","5757","","","","2024-08-27","","00","0","","1","false"
"01517","63565710","82631","Frankie Abbott","Rolfson","51961","402 Murray Hill","1-835-874-7413","10","1994-10-28","2448","2024-06-29","2233","7818","","9728","8881","","2723","1165","","2897","9889","","3643","1675","","4653","2924","","9972","9577","","494","5933","","9079","9291","","1848","977","","1848","2604","","6202","5440","","2780","968","","3202","6218","","535","2725","","5963","8612","","7856","3058","","5795","750","","2643","8353","","1190","1575","","","","2024-08-27","","00","0","","1","false"
"01517","53467074","79415","Terrance Gibson","Mueller","66506-5006","83099 Manor Road","(985) 863-8511 x789","1","1967-11-03","1863","2024-05-31","3596","2227","","1260","806","","8457","2501","","4962","6418","","1038","6493","","6579","4076","","9137","7348","","1966","8649","","7786","4830","","4660","1184","","147","2453","","2275","2361","","9929","5691","","7398","6550","","4212","355","","6503","4952","","1157","8390","","3173","4076","","2314","6069","","6529","1929","","","","2024-08-27","","00","0","","1","false"
"01517","32015476","82290","Darin Pfeffer","Jacobs-Nienow","27849","723 S Washington Street","1-776-986-6160 x437","10","1985-02-03","7015","2023-12-27","7294","7466","","5628","8378","","1076","5434","","1559","9749","","6801","7909","","7187","923","","3913","4981","","527","4907","","3879","8645","","4486","4942","","6684","7537","","5027","29","","2719","2676","","6200","3652","","5134","6022","","1352","4594","","919","7928","","9839","3957","","8935","1641","","5625","6158","","","","2024-08-27","","00","0","","1","false"
"01517","11741772","43951","Lee Ankunding Sr.","Dickens","36044-7783","130 N East Street","950-518-4399 x017","9","1968-02-11","9587","2023-11-30","765","743","","14","2336","","5023","644","","829","3709","","658","9046","","4622","9585","","5049","6203","","598","7637","","6208","642","","3441","7872","","9529","3824","","7873","186","","3019","761","","7896","205","","6208","9708","","5729","670","","2196","8573","","3559","8688","","4804","8555","","552","5547","","","","2024-08-27","","00","0","","1","false"
"01517","31380405","75712","Miss Sabrina Witting","Armstrong","98886","975 Koss Dale","(313) 405-8191 x504","10","1964-09-22","3015","2024-03-06","3798","7484","","8992","7474","","3945","6313","","1831","7563","","6666","4742","","3862","3433","","6394","7292","","9738","502","","5857","6494","","3302","2724","","7010","1077","","9140","7910","","2697","2598","","1209","3002","","521","3414","","7742","2321","","3689","3847","","4936","9709","","7698","3343","","1331","8825","","","","2024-08-27","","00","0","","1","false"
"01517","91922586","66622","Shelia Hegmann I","Wehner","84415-2959","68223 Leffler Key","861-594-7646 x712","6","1975-12-29","8354","2024-05-03","6008","1243","","3127","4037","","4136","8702","","1746","7813","","3320","8342","","3993","5282","","6561","7943","","8508","4003","","169","8348","","6729","3080","","6696","7790","","6222","3160","","3830","663","","2618","3807","","4747","4430","","6944","5435","","5543","9174","","3350","8923","","492","7100","","1339","1747","","","","2024-08-27","","00","0","","1","false"
"01517","60328371","96838","Carole Olson-Luettgen","Kohler","52949","999 Jast Ridges","1-428-708-7130 x45983","3","1977-02-24","2009","2023-10-10","6975","2959","","2921","3358","","3844","8430","","9799","7272","","1971","3480","","1749","2015","","969","6613","","4650","6793","","5569","2216","","7746","2313","","2131","8801","","4996","9413","","3899","1652","","741","4908","","4078","3640","","357","3266","","5986","5607","","6633","597","","9414","6327","","3264","6680","","","","2024-08-28","","00","0","","1","false"
"01517","38383323","80549","Jodi Schiller","Schmitt","57470-2317","8508 Betty Parkway","602.834.2435 x5475","2","1964-06-01","3207","2024-05-08","6427","2513","","1525","5583","","952","3582","","4074","9001","","1833","9147","","1665","7539","","8753","328","","8680","8558","","5463","5144","","5890","7629","","1215","8632","","8905","4677","","7998","5063","","8294","1977","","8282","1634","","5414","2560","","2522","8639","","9667","5329","","6132","5866","","6495","4292","","","","2024-08-27","","00","0","","1","false"
"01517","52158603","52960","Josefina Green","Hettinger","65546-3215","39854 Leann Meadow","214.470.3214 x840","7","1978-10-03","1616","2024-05-27","5240","7782","","3095","1483","","5695","1505","","7847","2254","","6544","9892","","8334","5293","","1864","9230","","8121","7263","","6074","6234","","6730","5985","","4874","3326","","241","1950","","1802","8377","","4842","2457","","770","7072","","5020","552","","2377","9110","","3870","5613","","6819","1128","","892","689","","","","2024-08-27","","00","0","","1","false"
"01517","71769203","69206","Gary Prosacco Sr.","Lynch","78061-3193","59656 Jast Forks","(366) 804-7672 x143","7","1953-01-29","4253","2023-10-30","7981","4674","","9376","2705","","2843","2038","","2475","3647","","81","1472","","1440","5222","","9446","2083","","3207","2726","","1464","1108","","8201","1251","","5180","3462","","1718","7655","","6132","3911","","2266","1354","","9082","8534","","8202","9877","","9690","2962","","4898","4334","","239","6747","","1330","8693","","","","2024-08-27","","00","0","","1","false"
"01517","25313315","50428","Mr. Antonio Sanford","Koch","17024-2788","11421 Barton Road","(376) 354-5707","3","1979-10-09","4186","2023-12-17","3165","1267","","3510","1690","","5621","7845","","6448","1753","","6259","7051","","894","310","","4603","8948","","3118","5469","","9042","8256","","823","5726","","3286","9849","","3022","7010","","4674","7540","","3283","4234","","2276","5046","","5057","1340","","5557","858","","5322","1264","","8345","5281","","4264","3265","","","","2024-08-27","","00","0","","1","false"
